,eta,momentum,tree,nquad,vegas,error
87,0.745518744062988,11.494926891581102,4.569573071107297e-16,,1.398e-13, -0.010e-13
88,0.745518744062988,16.952084600117107,1.9072547295835005e-20,,1.03e-16, -0.30e-16
89,0.745518744062988,25.0,2.3867317430727224e-27,,7.9e-24, -0.5e-24
90,0.8094179901519521,0.00032,49.47006271227002,,-3.71e-06, -0.16e-06
91,0.8094179901519521,0.0004719183621785804,71.92980652372846,,-1.247e-05, -0.034e-05
92,0.8094179901519521,0.0006959591892541056,104.52107748468947,,-3.61e-05, -0.08e-05
93,0.8094179901519521,0.0010263622522997833,151.67947730178287,,-0.0001145, -0.0000030
94,0.8094179901519521,0.0015136224784601019,219.50563907153997,,-0.000370, -0.000010
95,0.8094179901519521,0.0022322070030986714,315.8204017324387,,-0.001133, -0.000027
96,0.8094179901519521,0.0032919358529558827,448.94792244526445,,-0.00352, -0.00008
97,0.8094179901519521,0.004854765550387154,622.7704723023279,,-0.01057, -0.00024
98,0.8094179901519521,0.007159540647811568,824.0095751523646,,-0.0296, -0.0006
99,0.8094179901519521,0.0105584959264569,1003.1749946614542,,-0.0710, -0.0017
100,0.8094179901519521,0.015571087827133602,1077.2487604487708,,-0.161, -0.005
101,0.8094179901519521,0.022963382077249142,993.6298337447871,,-0.275, -0.010
102,0.8094179901519521,0.03386513018742619,792.7751104784686,,-0.371, -0.015
103,0.8094179901519521,0.04994242741567057,563.4254182689554,,-0.303, -0.025
104,0.8094179901519521,0.0736523392163309,366.3152232845682,,-0.05, -0.04
105,0.8094179901519521,0.1086184102924754,220.55585983274545,,0.25, -0.04
106,0.8094179901519521,0.16018444464895643,123.09507822174498,,0.79, -0.06
107,0.8094179901519521,0.23623118989131572,63.57281059979653,,1.03, -0.05
108,0.8094179901519521,0.3483807382156467,30.46924819739211,,1.21, -0.06
109,0.8094179901519521,0.5137727106040398,13.68278917406285,,1.11, -0.04
110,0.8094179901519521,0.7576836753759633,5.822758727294011,,0.93, -0.06
111,0.8094179901519521,1.1173901222902258,2.2937482140542644,,0.736, -0.027
112,0.8094179901519521,1.647865363830397,0.48297140381912146,,0.460, -0.012
113,0.8094179901519521,2.430181011217661,0.0004807286088051058,,0.0838, -0.0011
114,0.8094179901519521,3.58389700816039,9.435426948004003e-06,,0.000673, -0.000010
115,0.8094179901519521,5.285333769711768,7.113390924233055e-09,,2.32e-07, -0.05e-07
116,0.8094179901519521,7.7945189255297604,6.735104488138864e-13,,3.008e-10, -0.023e-10
117,0.8094179901519521,11.494926891581102,7.264909975835514e-16,,3.164e-13, -0.028e-13
118,0.8094179901519521,16.952084600117107,5.080276434270192e-20,,4.1e-17, -1.1e-17
119,0.8094179901519521,25.0,6.930354783945828e-27,,6.7e-23, -3.4e-23
120,0.8787941121521582,0.00032,68.73842924505574,,-7.48e-06, -0.18e-06
121,0.8787941121521582,0.0004719183621785804,99.9461420758522,,-2.25e-05, -0.06e-05
122,0.8787941121521582,0.0006959591892541056,145.2315662320016,,-7.20e-05, -0.20e-05
123,0.8787941121521582,0.0010263622522997833,210.75795029969984,,-0.000238, -0.000005
124,0.8787941121521582,0.0015136224784601019,305.00209647940085,,-0.000741, -0.000019
125,0.8787941121521582,0.0022322070030986714,438.83102523833776,,-0.00235, -0.00006
126,0.8787941121521582,0.0032919358529558827,623.8111154458757,,-0.00678, -0.00016
127,0.8787941121521582,0.004854765550387154,865.3367652927153,,-0.0204, -0.0006
128,0.8787941121521582,0.007159540647811568,1144.957591994534,,-0.0576, -0.0013
129,0.8787941121521582,0.0105584959264569,1393.9071351498867,,-0.140, -0.004
130,0.8787941121521582,0.015571087827133602,1496.832298962614,,-0.306, -0.009
131,0.8787941121521582,0.022963382077249142,1380.6441770631113,,-0.562, -0.017
132,0.8787941121521582,0.03386513018742619,1101.5574440609983,,-0.758, -0.029
133,0.8787941121521582,0.04994242741567057,782.8770801000139,,-0.50, -0.05
134,0.8787941121521582,0.0736523392163309,508.9933522741973,,-0.25, -0.08
135,0.8787941121521582,0.1086184102924754,306.461373495193,,0.37, -0.10
136,0.8787941121521582,0.16018444464895643,171.04005656862356,,1.03, -0.09
137,0.8787941121521582,0.23623118989131572,88.33413389305416,,1.65, -0.09
138,0.8787941121521582,0.3483807382156467,42.33688308721328,,2.59, -0.14
139,0.8787941121521582,0.5137727106040398,19.01217390781942,,2.47, -0.09
140,0.8787941121521582,0.7576836753759633,8.090697016418552,,1.95, -0.07
141,0.8787941121521582,1.1173901222902258,3.1871528089363266,,1.19, -0.05
142,0.8787941121521582,1.647865363830397,0.6710865914734262,,0.759, -0.027
143,0.8787941121521582,2.430181011217661,0.0006679703001798133,,0.1710, -0.0023
144,0.8787941121521582,3.58389700816039,1.3110524826886194e-05,,0.001326, -0.000018
145,0.8787941121521582,5.285333769711768,9.885059237021015e-09,,4.49e-07, -0.12e-07
146,0.8787941121521582,7.7945189255297604,9.390625282341565e-13,,5.72e-10, -0.05e-10
147,0.8787941121521582,11.494926891581102,1.1140941499737715e-15,,6.67e-13, -0.05e-13
148,0.8787941121521582,16.952084600117107,1.3088570066663096e-19,,1.94e-17, -0.35e-17
149,0.8787941121521582,25.0,2.0096185142966573e-26,,1.2e-21, -0.6e-21
150,0.9541165392287859,0.00032,95.5117377262917,,-1.525e-05, -0.030e-05
151,0.9541165392287859,0.0004719183621785804,138.87471409437416,,-4.60e-05, -0.12e-05
152,0.9541165392287859,0.0006959591892541056,201.79860692012022,,-0.0001404, -0.0000034
153,0.9541165392287859,0.0010263622522997833,292.8472223447507,,-0.000440, -0.000010
154,0.9541165392287859,0.0015136224784601019,423.7990388324887,,-0.00143, -0.00004
155,0.9541165392287859,0.0022322070030986714,609.7537323598152,,-0.00454, -0.00010
156,0.9541165392287859,0.0032919358529558827,866.7827342519258,,-0.01390, -0.00031
157,0.9541165392287859,0.004854765550387154,1202.3815364896536,,-0.0371, -0.0009
158,0.9541165392287859,0.007159540647811568,1590.9134153247226,,-0.1153, -0.0028
159,0.9541165392287859,0.0105584959264569,1936.8276838653367,,-0.283, -0.008
160,0.9541165392287859,0.015571087827133602,2079.841735240738,,-0.625, -0.017
161,0.9541165392287859,0.022963382077249142,1918.3988633617023,,-1.035, -0.034
162,0.9541165392287859,0.03386513018742619,1530.6091053159473,,-1.34, -0.06
163,0.9541165392287859,0.04994242741567057,1087.8041754469677,,-1.26, -0.09
164,0.9541165392287859,0.0736523392163309,707.2439696508767,,-0.64, -0.13
165,0.9541165392287859,0.1086184102924754,425.82669767097417,,0.90, -0.17
166,0.9541165392287859,0.16018444464895643,237.65938795942913,,2.30, -0.17
167,0.9541165392287859,0.23623118989131572,122.73988104375226,,4.13, -0.28
168,0.9541165392287859,0.3483807382156467,58.82690829548523,,4.78, -0.20
169,0.9541165392287859,0.5137727106040398,26.417329983155096,,4.71, -0.16
170,0.9541165392287859,0.7576836753759633,11.241987050672554,,3.60, -0.14
171,0.9541165392287859,1.1173901222902258,4.428534468165875,,2.56, -0.11
172,0.9541165392287859,1.647865363830397,0.932471797063458,,1.65, -0.05
173,0.9541165392287859,2.430181011217661,0.0009281417841164055,,0.3431, -0.0024
174,0.9541165392287859,3.58389700816039,1.8217055095526132e-05,,0.00274, -0.00007
175,0.9541165392287859,5.285333769711768,1.3736238323859045e-08,,9.09e-07, -0.26e-07
176,0.9541165392287859,7.7945189255297604,1.3079296398046288e-12,,1.148e-09, -0.008e-09
177,0.9541165392287859,11.494926891581102,1.6620662393339607e-15,,1.389e-12, -0.013e-12
178,0.9541165392287859,16.952084600117107,3.2314991863369024e-19,,2.06e-17, -0.20e-17
179,0.9541165392287859,25.0,5.815889398661102e-26,,6.69e-22, -0.20e-22
180,1.0358949358462421,0.00032,132.7131292304311,,-3.02e-05, -0.12e-05
181,1.0358949358462421,0.0004719183621785804,192.96578951649047,,-9.06e-05, -0.22e-05
182,1.0358949358462421,0.0006959591892541056,280.3982550862828,,-0.000274, -0.000007
183,1.0358949358462421,0.0010263622522997833,406.90989598771944,,-0.000927, -0.000019
184,1.0358949358462421,0.0015136224784601019,588.8668549774093,,-0.00286, -0.00006
185,1.0358949358462421,0.0022322070030986714,847.250063791167,,-0.00884, -0.00021
186,1.0358949358462421,0.0032919358529558827,1204.3907038434793,,-0.0267, -0.0007
187,1.0358949358462421,0.004854765550387154,1670.7037274698234,,-0.0810, -0.0020
188,1.0358949358462421,0.007159540647811568,2210.5670225314816,,-0.229, -0.005
189,1.0358949358462421,0.0105584959264569,2691.213340108044,,-0.562, -0.018
190,1.0358949358462421,0.015571087827133602,2889.930720126213,,-1.22, -0.04
191,1.0358949358462421,0.022963382077249142,2665.606577051633,,-2.05, -0.07
192,1.0358949358462421,0.03386513018742619,2126.7744554830074,,-2.71, -0.12
193,1.0358949358462421,0.04994242741567057,1511.4990005438472,,-2.21, -0.16
194,1.0358949358462421,0.0736523392163309,982.7123092524649,,-1.23, -0.21
195,1.0358949358462421,0.1086184102924754,591.6842777976107,,1.43, -0.34
196,1.0358949358462421,0.16018444464895643,330.22664876510413,,6.00, -0.34
197,1.0358949358462421,0.23623118989131572,170.5465116901886,,8.16, -0.35
198,1.0358949358462421,0.3483807382156467,81.73972402447859,,9.1, -0.4
199,1.0358949358462421,0.5137727106040398,36.70676098496381,,7.8, -0.4
200,1.0358949358462421,0.7576836753759633,15.620690354730618,,6.89, -0.26
201,1.0358949358462421,1.1173901222902258,6.153428690451892,,4.29, -0.21
202,1.0358949358462421,1.647865363830397,1.295665362450994,,3.15, -0.10
203,1.0358949358462421,2.430181011217661,0.0012896488863275283,,0.659, -0.005
204,1.0358949358462421,3.58389700816039,2.5312554287673378e-05,,0.00481, -0.00012
205,1.0358949358462421,5.285333769711768,1.9087394396563704e-08,,1.670e-06, -0.034e-06
206,1.0358949358462421,7.7945189255297604,1.8203526950293715e-12,,2.247e-09, -0.022e-09
207,1.0358949358462421,11.494926891581102,2.429326541667617e-15,,2.966e-12, -0.027e-12
208,1.0358949358462421,16.952084600117107,7.573110913706064e-19,,4.9e-17, -0.6e-17
209,1.0358949358462421,25.0,1.6783712161387786e-25,,2.393e-21, -0.023e-21
210,1.1246826503806981,0.00032,184.404295109844,,-5.40e-05, -0.25e-05
211,1.1246826503806981,0.0004719183621785804,268.12509510131883,,-0.000179, -0.000004
212,1.1246826503806981,0.0006959591892541056,389.6121120724798,,-0.000578, -0.000012
213,1.1246826503806981,0.0010263622522997833,565.3994670907783,,-0.00172, -0.00004
214,1.1246826503806981,0.0015136224784601019,818.2278417767902,,-0.00538, -0.00013
215,1.1246826503806981,0.0022322070030986714,1177.2501462451803,,-0.0170, -0.0004
216,1.1246826503806981,0.0032919358529558827,1673.4954564554068,,-0.0546, -0.0015
217,1.1246826503806981,0.004854765550387154,2321.435301751727,,-0.1518, -0.0035
218,1.1246826503806981,0.007159540647811568,3071.5729178173365,,-0.440, -0.011
219,1.1246826503806981,0.0105584959264569,3739.4288104770108,,-1.064, -0.032
220,1.1246826503806981,0.015571087827133602,4015.5457146658914,,-2.40, -0.07
221,1.1246826503806981,0.022963382077249142,3703.848328584647,,-4.12, -0.14
222,1.1246826503806981,0.03386513018742619,2955.1435234415226,,-5.37, -0.26
223,1.1246826503806981,0.04994242741567057,2100.221051005177,,-3.90, -0.35
224,1.1246826503806981,0.0736523392163309,1365.4743259713218,,-2.0, -0.5
225,1.1246826503806981,0.1086184102924754,822.1426380912042,,3.5, -0.7
226,1.1246826503806981,0.16018444464895643,458.848440581053,,10.8, -0.7
227,1.1246826503806981,0.23623118989131572,236.97360957457275,,17.8, -0.7
228,1.1246826503806981,0.3483807382156467,113.57697824331682,,17.9, -0.9
229,1.1246826503806981,0.5137727106040398,51.00387900164028,,17.8, -0.8
230,1.1246826503806981,0.7576836753759633,21.704878866915273,,14.5, -0.6
231,1.1246826503806981,1.1173901222902258,8.55016144057813,,10.2, -0.5
232,1.1246826503806981,1.647865363830397,1.8003211850697283,,6.5, -0.4
233,1.1246826503806981,2.430181011217661,0.0017919613736506591,,1.344, -0.013
234,1.1246826503806981,3.58389700816039,3.517171690222287e-05,,0.01021, -0.00016
235,1.1246826503806981,5.285333769711768,2.6522763311327617e-08,,3.45e-06, -0.10e-06
236,1.1246826503806981,7.7945189255297604,2.532247749650371e-12,,4.55e-09, -0.05e-09
237,1.1246826503806981,11.494926891581102,3.4982933464907547e-15,,5.80e-12, -0.04e-12
238,1.1246826503806981,16.952084600117107,1.670416744080986e-18,,1.37e-16, -0.24e-16
239,1.1246826503806981,25.0,4.823864593966057e-25,,9.83e-21, -0.09e-21
240,1.2210804593170657,0.00032,256.2289371981826,,-0.000112, -0.000004
241,1.2210804593170657,0.0004719183621785804,372.55861157165145,,-0.000348, -0.000008
242,1.2210804593170657,0.0006959591892541056,541.3642742779125,,-0.001078, -0.000027
243,1.2210804593170657,0.0010263622522997833,785.6200120436094,,-0.00334, -0.00008
244,1.2210804593170657,0.0015136224784601019,1136.9238995195062,,-0.01074, -0.00030
245,1.2210804593170657,0.0022322070030986714,1635.783773957795,,-0.0331, -0.0008
246,1.2210804593170657,0.0032919358529558827,2325.314396598704,,-0.1053, -0.0026
247,1.2210804593170657,0.004854765550387154,3225.623892262769,,-0.310, -0.008
248,1.2210804593170657,0.007159540647811568,4267.93672994574,,-0.849, -0.020
249,1.2210804593170657,0.0105584959264569,5195.9194836869065,,-2.09, -0.06
250,1.2210804593170657,0.015571087827133602,5579.582677977615,,-4.73, -0.13
251,1.2210804593170657,0.022963382077249142,5146.480564409842,,-7.82, -0.25
252,1.2210804593170657,0.03386513018742619,4106.158611047953,,-11.1, -0.5
253,1.2210804593170657,0.04994242741567057,2918.2476875593084,,-10.1, -0.7
254,1.2210804593170657,0.0736523392163309,1897.320423619348,,-2.2, -1.0
255,1.2210804593170657,0.1086184102924754,1142.363491359773,,5.0, -1.4
256,1.2210804593170657,0.16018444464895643,637.5678407875133,,19.2, -1.6
257,1.2210804593170657,0.23623118989131572,329.2737627892078,,30.8, -1.3
258,1.2210804593170657,0.3483807382156467,157.81469953360468,,36.4, -1.7
259,1.2210804593170657,0.5137727106040398,70.86966006833313,,34.5, -1.3
260,1.2210804593170657,0.7576836753759633,30.158831391511868,,24.8, -1.1
261,1.2210804593170657,1.1173901222902258,11.880410798085052,,17.4, -1.6
262,1.2210804593170657,1.647865363830397,2.50153817673799,,14.1, -0.4
263,1.2210804593170657,2.430181011217661,0.0024899223092663962,,2.507, -0.028
264,1.2210804593170657,3.58389700816039,4.8870977452308876e-05,,0.01954, -0.00032
265,1.2210804593170657,5.285333769711768,3.685413810431777e-08,,6.71e-06, -0.25e-06
266,1.2210804593170657,7.7945189255297604,3.521310849822328e-12,,8.83e-09, -0.07e-09
267,1.2210804593170657,11.494926891581102,4.984164122564515e-15,,1.180e-11, -0.010e-11
268,1.2210804593170657,16.952084600117107,3.447937353652362e-18,,3.8e-16, -0.6e-16
269,1.2210804593170657,25.0,1.3784212364519757e-24,,3.78e-20, -0.04e-20
270,1.325740632365289,0.00032,356.0289537648924,,-0.000211, -0.000010
271,1.325740632365289,0.0004719183621785804,517.6685121687216,,-0.000681, -0.000015
272,1.325740632365289,0.0006959591892541056,752.2232199237428,,-0.00209, -0.00005
273,1.325740632365289,0.0010263622522997833,1091.6154670239653,,-0.00689, -0.00016
274,1.325740632365289,0.0015136224784601019,1579.7506358274916,,-0.0209, -0.0004
275,1.325740632365289,0.0022322070030986714,2272.914183683043,,-0.0691, -0.0017
276,1.325740632365289,0.0032919358529558827,3231.013877074891,,-0.197, -0.005
277,1.325740632365289,0.004854765550387154,4481.98986484146,,-0.568, -0.015
278,1.325740632365289,0.007159540647811568,5930.278856529228,,-1.62, -0.04
279,1.325740632365289,0.0105584959264569,7219.706711708555,,-4.19, -0.11
280,1.325740632365289,0.015571087827133602,7752.804991532302,,-9.17, -0.25
281,1.325740632365289,0.022963382077249142,7151.011556126397,,-15.0, -0.6
282,1.325740632365289,0.03386513018742619,5705.488889232592,,-19.2, -1.0
283,1.325740632365289,0.04994242741567057,4054.8920133284864,,-19.0, -1.6
284,1.325740632365289,0.0736523392163309,2636.318180001217,,-4.2, -1.6
285,1.325740632365289,0.1086184102924754,1587.308924180771,,15.6, -2.9
286,1.325740632365289,0.16018444464895643,885.8976421314597,,36.4, -2.7
287,1.325740632365289,0.23623118989131572,457.5244098108935,,55.1, -2.4
288,1.325740632365289,0.3483807382156467,219.2828139477942,,58.2, -3.2
289,1.325740632365289,0.5137727106040398,98.47307335270602,,67.4, -2.5
290,1.325740632365289,0.7576836753759633,41.9055603340825,,57, -4
291,1.325740632365289,1.1173901222902258,16.507777275470335,,39.2, -1.6
292,1.325740632365289,1.647865363830397,3.47587602717209,,26.4, -0.8
293,1.325740632365289,2.430181011217661,0.00345973588235794,,4.97, -0.06
294,1.325740632365289,3.58389700816039,6.79060368414239e-05,,0.0378, -0.0006
295,1.325740632365289,5.285333769711768,5.120950148680535e-08,,1.322e-05, -0.030e-05
296,1.325740632365289,7.7945189255297604,4.895500869415158e-12,,1.758e-08, -0.014e-08
297,1.325740632365289,11.494926891581102,7.047642613494493e-15,,2.346e-11, -0.019e-11
298,1.325740632365289,16.952084600117107,6.648753743465531e-18,,9.3e-16, -1.6e-16
299,1.325740632365289,25.0,3.9065302794727115e-24,,1.492e-19, -0.016e-19
300,1.4393713460023039,0.00032,494.7006271227,,-0.000433, -0.000016
301,1.4393713460023039,0.0004719183621785804,719.2980652372842,,-0.001326, -0.000029
302,1.4393713460023039,0.0006959591892541056,1045.2107748468943,,-0.00426, -0.00010
303,1.4393713460023039,0.0010263622522997833,1516.794773017828,,-0.0124, -0.0004
304,1.4393713460023039,0.0015136224784601019,2195.0563907153987,,-0.0400, -0.0010
305,1.4393713460023039,0.0022322070030986714,3158.204017324386,,-0.1250, -0.0031
306,1.4393713460023039,0.0032919358529558827,4489.4792244526425,,-0.380, -0.009
307,1.4393713460023039,0.004854765550387154,6227.704723023276,,-1.200, -0.029
308,1.4393713460023039,0.007159540647811568,8240.095751523642,,-3.20, -0.09
309,1.4393713460023039,0.0105584959264569,10031.749946614536,,-8.12, -0.21
310,1.4393713460023039,0.015571087827133602,10772.487604487702,,-17.5, -0.6
311,1.4393713460023039,0.022963382077249142,9936.298337447866,,-31.2, -0.9
312,1.4393713460023039,0.03386513018742619,7927.751104784682,,-39.6, -2.1
313,1.4393713460023039,0.04994242741567057,5634.254182689551,,-33.4, -2.5
314,1.4393713460023039,0.0736523392163309,3663.1522328456804,,-11, -4
315,1.4393713460023039,0.1086184102924754,2205.5585983274536,,33, -5
316,1.4393713460023039,0.16018444464895643,1230.9507822174494,,87, -6
317,1.4393713460023039,0.23623118989131572,635.7281059979654,,121, -5
318,1.4393713460023039,0.3483807382156467,304.6924819739232,,125, -6
319,1.4393713460023039,0.5137727106040398,136.8278917406617,,115, -10
320,1.4393713460023039,0.7576836753759633,58.22758727340624,,100, -4
321,1.4393713460023039,1.1173901222902258,22.937482146601248,,58.2, -3.3
322,1.4393713460023039,1.647865363830397,4.829714080283335,,50.6, -1.7
323,1.4393713460023039,2.430181011217661,0.004807287470443992,,9.82, -0.09
324,1.4393713460023039,3.58389700816039,9.43551647335029e-05,,0.0708, -0.0015
325,1.4393713460023039,5.285333769711768,7.115618029897741e-08,,2.60e-05, -0.09e-05
326,1.4393713460023039,7.7945189255297604,6.804826498196609e-12,,3.403e-08, -0.027e-08
327,1.4393713460023039,11.494926891581102,9.912551579688774e-15,,4.65e-11, -0.04e-11
328,1.4393713460023039,16.952084600117107,1.2010830806594534e-17,,2.2e-15, -0.5e-15
329,1.4393713460023039,25.0,1.0943712298934813e-23,,2.0e-17, -0.4e-17
330,1.5627414753036188,0.00032,687.3842924505577,,-0.000805, -0.000018
331,1.5627414753036188,0.0004719183621785804,999.4614207585223,,-0.00252, -0.00007
332,1.5627414753036188,0.0006959591892541056,1452.3156623200166,,-0.00814, -0.00018
333,1.5627414753036188,0.0010263622522997833,2107.5795029969995,,-0.0247, -0.0006
334,1.5627414753036188,0.0015136224784601019,3050.02096479401,,-0.0804, -0.0022
335,1.5627414753036188,0.0022322070030986714,4388.3102523833795,,-0.245, -0.006
336,1.5627414753036188,0.0032919358529558827,6238.111154458759,,-0.772, -0.018
337,1.5627414753036188,0.004854765550387154,8653.367652927156,,-2.22, -0.06
338,1.5627414753036188,0.007159540647811568,11449.575919945342,,-6.38, -0.16
339,1.5627414753036188,0.0105584959264569,13939.071351498873,,-15.8, -0.4
340,1.5627414753036188,0.015571087827133602,14968.322989626147,,-35.2, -0.9
