,eta,momentum,tree,vegas,error
0,0.6324555320336759,0.0001,6.004813485978235,-1.547557423445225e-08,3.109586652895511e-10
1,0.6324555320336759,0.00020691380811147902,12.110550766374953,-1.226047296855919e-07,2.603621147855962e-09
2,0.6324555320336759,0.00042813323987193956,24.412326742316935,-1.189228360216514e-06,3.0024081153498167e-08
3,0.6324555320336759,0.0008858667904100823,49.11008147332744,-9.05286802956984e-06,2.1172158958387698e-07
4,0.6324555320336759,0.0018329807108324356,97.98752906258066,-7.982294786166863e-05,1.7950767163674035e-06
5,0.6324555320336759,0.00379269019073225,189.26270639714,-0.0006724642601013465,1.6600429528520055e-05
6,0.6324555320336759,0.007847599703514606,324.7077643206902,-0.0048188059705109604,0.00011066262803471487
7,0.6324555320336759,0.01623776739188721,401.0620616749893,-0.022028622183910954,0.0005919843105170013
8,0.6324555320336759,0.03359818286283781,297.2524167246752,-0.04329353255768527,0.002617218857941852
9,0.6324555320336759,0.06951927961775606,146.30144276628772,-0.00830460148169662,0.004431186527663782
10,0.6324555320336759,0.14384498882876628,54.34654424133194,0.07854311125205768,0.005491219265987374
11,0.6324555320336759,0.29763514416313164,15.43212714813246,0.15304990644730956,0.006218305940799848
12,0.6324555320336759,0.615848211066026,3.4455351660368705,0.13625905421745238,0.005709092063949316
13,0.6324555320336759,1.2742749857031321,0.587243170198712,0.0703252182508607,0.003813207037635672
14,0.6324555320336759,2.6366508987303554,0.0004939653576131196,0.005377854971994854,6.024719800581593e-05
15,0.6324555320336759,5.455594781168514,3.376379954941085e-10,2.630909360417907e-08,2.57056131936415e-10
16,0.6324555320336759,11.288378916846883,1.2800280156431458e-17,4.697852480091397e-14,3.6081061761814866e-16
17,0.6324555320336759,23.357214690901213,2.1837784773347508e-26,4.1101004910955e-25,7.742992903219614e-26
18,0.6324555320336759,48.32930238571752,2.880272605282191e-38,1.055792982651653e-34,6.769044018403593e-35
19,0.6324555320336759,100.0,7.224929889730024e-52,1.6881128088224683e-44,5.651025062875825e-45
20,0.6866640036563988,0.0001,8.34366128331781,-2.9798465218056813e-08,7.936227800466949e-10
21,0.6866640036563988,0.00020691380811147902,16.82755572425514,-2.570646346760277e-07,5.674058755739387e-09
22,0.6866640036563988,0.00042813323987193956,33.92081801561423,-2.090017001881639e-06,4.842658018263098e-08
23,0.6866640036563988,0.0008858667904100823,68.23823693548616,-1.9174677924589955e-05,4.434118603217494e-07
24,0.6866640036563988,0.0018329807108324356,136.15323013721266,-0.00016789716737118462,4.054828154572708e-06
